Traditional,Simplified,Pinyin,Frequency,Notes
幌,幌,huang,1,0
遑,遑,huang,0,0
喤,喤,huang,0,0
隍,隍,huang,0,0
簧,簧,huang,0,0
蟥,蟥,huang,0,0
徨,徨,huang,0,0
潢,潢,huang,0,0
篁,篁,huang,0,0
湟,湟,huang,0,0
磺,磺,huang,0,0
璜,璜,huang,0,0
肓,肓,huang,0,0
塃,塃,huang,0,0
癀,癀,huang,0,0
慧,慧,hui,2,0
彗,彗,hui,2,0
徽,徽,hui,2,0
惠,惠,hui,2,0
回,回,hui,2,0
灰,灰,hui,2,0
卉,卉,hui,2,0
悔,悔,hui,2,0
恢,恢,hui,2,0
晦,晦,hui,1,0
蛔,蛔,hui,1,0
茴,茴,hui,1,0
隳,隳,hui,0,0
喙,喙,hui,0,0
蟪,蟪,hui,0,0
蝰,蝰,hui,0,0
恚,恚,hui,0,0
咴,咴,hui,0,0
麾,麾,hui,0,0
蕙,蕙,hui,0,0
洄,洄,hui,0,0
虺,虺,hui,0,0
混,混,hun,2,0
婚,婚,hun,2,0
魂,魂,hun,2,0
昏,昏,hun,2,0
溷,溷,hun,0,0
火,火,huo,2,0
惑,惑,huo,2,0
夥,夥,huo,2,0
伙,伙,huo,2,0
或,或,huo,2,0
活,活,huo,2,0
霍,霍,huo,2,0
豁,豁,huo,1,0
嚯,嚯,huo,0,0
劐,劐,huo,0,0
砉,砉,huo,0,0
藿,藿,huo,0,0
蠖,蠖,huo,0,0
攉,攉,huo,0,0
嚄,嚄,huo,0,0
祭,祭,ji,2,0
己,己,ji,2,0
寂,寂,ji,2,0
畸,畸,ji,2,0
既,既,ji,2,0
忌,忌,ji,2,0
集,集,ji,2,0
技,技,ji,2,0
肌,肌,ji,2,0
寄,寄,ji,2,0
季,季,ji,2,0
即,即,ji,2,0
疾,疾,ji,2,0
脊,脊,ji,2,0
嫉,嫉,ji,2,0
稽,稽,ji,2,0
籍,籍,ji,2,0
急,急,ji,2,0
基,基,ji,2,0
圾,圾,ji,2,0
激,激,ji,2,0
吉,吉,ji,2,0
及,及,ji,2,0
唧,唧,ji,1,0
几,几,ji,1,0
冀,冀,ji,1,0
箕,箕,ji,1,0
妓,妓,ji,1,0
棘,棘,ji,1,0
嵴,嵴,ji,0,0
蕺,蕺,ji,0,0
墼,墼,ji,0,0
楫,楫,ji,0,0
亟,亟,ji,0,0
檵,檵,ji,0,0
屐,屐,ji,0,0
笈,笈,ji,0,0
跽,跽,ji,0,0
罽,罽,ji,0,0
悸,悸,ji,0,0
芨,芨,ji,0,0
穄,穄,ji,0,0
佶,佶,ji,0,0
伎,伎,ji,0,0
姞,姞,ji,0,0
咭,咭,ji,0,0
麂,麂,ji,0,0
姬,姬,ji,0,0
洎,洎,ji,0,0
戟,戟,ji,0,0
瘠,瘠,ji,0,0
岌,岌,ji,0,0
稷,稷,ji,0,0
塈,塈,ji,0,0
暨,暨,ji,0,0
戢,戢,ji,0,0
蹐,蹐,ji,0,0
汲,汲,ji,0,0
畿,畿,ji,0,0
乩,乩,ji,0,0
髻,髻,ji,0,0
嵇,嵇,ji,0,0
垍,垍,ji,0,0
伋,伋,ji,0,0
笄,笄,ji,0,0
犄,犄,ji,0,0
掎,掎,ji,0,0
殛,殛,ji,0,0
剞,剞,ji,0,0
蒺,蒺,ji,0,0
芰,芰,ji,0,0
甲,甲,jia,2,0
稼,稼,jia,2,0
家,家,jia,2,0
嫁,嫁,jia,2,0
佳,佳,jia,2,0
加,加,jia,2,0
假,假,jia,2,0
嘉,嘉,jia,2,0
架,架,jia,2,0
斝,斝,jia,0,0
胛,胛,jia,0,0
枷,枷,jia,0,0
袈,袈,jia,0,0
跏,跏,jia,0,0
珈,珈,jia,0,0
迦,迦,jia,0,0
葭,葭,jia,0,0
恝,恝,jia,0,0
岬,岬,jia,0,0
笳,笳,jia,0,0
戛,戛,jia,0,0
痂,痂,jia,0,0
建,建,jian,2,0
煎,煎,jian,2,0
毽,毽,jian,2,0
健,健,jian,2,0
箭,箭,jian,2,0
剪,剪,jian,2,0
兼,兼,jian,2,0
奸,奸,jian,2,0
件,件,jian,2,0
尖,尖,jian,2,0
肩,肩,jian,2,0
荐,荐,jian,1,0
柬,柬,jian,1,0
牮,牮,jian,0,0
趼,趼,jian,0,0
踺,踺,jian,0,0
湔,湔,jian,0,0
楗,楗,jian,0,0
謇,謇,jian,0,0
囝,囝,jian,0,0
犍,犍,jian,0,0
僭,僭,jian,0,0
翦,翦,jian,0,0
腱,腱,jian,0,0
搛,搛,jian,0,0
菅,菅,jian,0,0
蹇,蹇,jian,0,0
蒹,蒹,jian,0,0
疆,疆,jiang,2,0
江,江,jiang,2,0
匠,匠,jiang,2,0
僵,僵,jiang,2,0
降,降,jiang,2,0
姜,姜,jiang,1,0
茳,茳,jiang,0,0
豇,豇,jiang,0,0
耩,耩,jiang,0,0
膙,膙,jiang,0,0
糨,糨,jiang,0,0
洚,洚,jiang,0,0
礓,礓,jiang,0,0
犟,犟,jiang,0,0
襁,襁,jiang,0,0
皎,皎,jiao,2,0
叫,叫,jiao,2,0
角,角,jiao,2,0
教,教,jiao,2,0
狡,狡,jiao,2,0
郊,郊,jiao,2,0
交,交,jiao,2,0
嚼,嚼,jiao,2,0
焦,焦,jiao,2,0
蕉,蕉,jiao,2,0
酵,酵,jiao,1,0
礁,礁,jiao,1,0
椒,椒,jiao,1,0
剿,剿,jiao,1,0
窖,窖,jiao,1,0
峧,峧,jiao,0,0
徼,徼,jiao,0,0
噍,噍,jiao,0,0
湫,湫,jiao,0,0
蛟,蛟,jiao,0,0
姣,姣,jiao,0,0
敫,敫,jiao,0,0
茭,茭,jiao,0,0
佼,佼,jiao,0,0
跤,跤,jiao,0,0
僬,僬,jiao,0,0
醮,醮,jiao,0,0
滘,滘,jiao,0,0
戒,戒,jie,2,0
借,借,jie,2,0
皆,皆,jie,2,0
姐,姐,jie,2,0
街,街,jie,2,0
藉,藉,jie,2,0
截,截,jie,2,0
劫,劫,jie,2,0
解,解,jie,2,0
接,接,jie,2,0
桔,桔,jie,2,0
竭,竭,jie,2,0
介,介,jie,2,0
界,界,jie,2,0
揭,揭,jie,2,0
捷,捷,jie,2,0
杰,杰,jie,1,0
芥,芥,jie,1,0
睫,睫,jie,0,0
拮,拮,jie,0,0
湝,湝,jie,0,0
婕,婕,jie,0,0
喈,喈,jie,0,0
葜,葜,jie,0,0
孑,孑,jie,0,0
偈,偈,jie,0,0
鎅,鎅,jie,0,0
嗟,嗟,jie,0,0
蚧,蚧,jie,0,0
玠,玠,jie,0,0
碣,碣,jie,0,0
桀,桀,jie,0,0
羯,羯,jie,0,0
秸,秸,jie,0,0
疥,疥,jie,0,0
金,金,jin,2,0
禁,禁,jin,2,0
浸,浸,jin,2,0
今,今,jin,2,0
近,近,jin,2,0
筋,筋,jin,2,0
襟,襟,jin,2,0
津,津,jin,2,0
巾,巾,jin,2,0
斤,斤,jin,2,0
堇,堇,jin,0,0
瑾,瑾,jin,0,0
卺,卺,jin,0,0
祲,祲,jin,0,0
殣,殣,jin,0,0
噤,噤,jin,0,0
浕,浕,jin,0,0
妗,妗,jin,0,0
槿,槿,jin,0,0
衿,衿,jin,0,0
矜,矜,jin,0,0
靳,靳,jin,0,0
敬,敬,jing,2,0
景,景,jing,2,0
京,京,jing,2,0
晶,晶,jing,2,0
憬,憬,jing,2,0
阱,阱,jing,2,0
竟,竟,jing,2,0
警,警,jing,2,0
睛,睛,jing,2,0
井,井,jing,2,0
精,精,jing,2,0
境,境,jing,2,0
靖,靖,jing,1,0
兢,兢,jing,1,0
璟,璟,jing,0,0
鼱,鼱,jing,0,0
獍,獍,jing,0,0
猄,猄,jing,0,0
箐,箐,jing,0,0
肼,肼,jing,0,0
菁,菁,jing,0,0
旌,旌,jing,0,0
儆,儆,jing,0,0
腈,腈,jing,0,0
婧,婧,jing,0,0
倞,倞,jing,0,0
窘,窘,jiong,1,0
炯,炯,jiong,0,0
垧,垧,jiong,0,0
扃,扃,jiong,0,0
炅,炅,jiong,0,0
迥,迥,jiong,0,0
舅,舅,jiu,2,0
赳,赳,jiu,2,0
灸,灸,jiu,2,0
酒,酒,jiu,2,0
究,究,jiu,2,0
救,救,jiu,2,0
九,九,jiu,2,0
就,就,jiu,2,0
玖,玖,jiu,2,0
久,久,jiu,2,0
臼,臼,jiu,1,0
揪,揪,jiu,1,0
韭,韭,jiu,1,0
疚,疚,jiu,1,0
僦,僦,jiu,0,0
啾,啾,jiu,0,0
柩,柩,jiu,0,0
鬏,鬏,jiu,0,0
桕,桕,jiu,0,0
咎,咎,jiu,0,0
居,居,ju,2,0
拘,拘,ju,2,0
局,局,ju,2,0
具,具,ju,2,0
俱,俱,ju,2,0
聚,聚,ju,2,0
句,句,ju,2,0
咀,咀,ju,2,0
拒,拒,ju,2,0
矩,矩,ju,2,0
鞠,鞠,ju,2,0
巨,巨,ju,2,0
菊,菊,ju,2,0
炬,炬,ju,2,0
距,距,ju,2,0
橘,橘,ju,1,0
沮,沮,ju,1,0
腒,腒,ju,0,0
琚,琚,ju,0,0
趄,趄,ju,0,0
犋,犋,ju,0,0
据,据,ju,0,0
焗,焗,ju,0,0
遽,遽,ju,0,0
醵,醵,ju,0,0
椐,椐,ju,0,0
狙,狙,ju,0,0
鞫,鞫,ju,0,0
裾,裾,ju,0,0
倨,倨,ju,0,0
踽,踽,ju,0,0
枸,枸,ju,0,0
蒟,蒟,ju,0,0
瞿,瞿,ju,0,0
疽,疽,ju,0,0
雎,雎,ju,0,0
苣,苣,ju,0,0
泃,泃,ju,0,0
莒,莒,ju,0,0
掬,掬,ju,0,0
苴,苴,ju,0,0
菹,菹,ju,0,0
踞,踞,ju,0,0
倦,倦,juan,2,0
捐,捐,juan,2,0
卷,卷,juan,2,0
眷,眷,juan,1,0
桊,桊,juan,0,0
蠲,蠲,juan,0,0
狷,狷,juan,0,0
涓,涓,juan,0,0
娟,娟,juan,0,0
鄄,鄄,juan,0,0
倔,倔,jue,2,0
掘,掘,jue,2,0
爵,爵,jue,2,0
崛,崛,jue,2,0
獗,獗,jue,0,0
觖,觖,jue,0,0
撅,撅,jue,0,0
劂,劂,jue,0,0
蕨,蕨,jue,0,0
蹶,蹶,jue,0,0
噱,噱,jue,0,0
蠼,蠼,jue,0,0
橛,橛,jue,0,0
厥,厥,jue,0,0
爝,爝,jue,0,0
潏,潏,jue,0,0
矍,矍,jue,0,0
桷,桷,jue,0,0
玦,玦,jue,0,0
孓,孓,jue,0,0
抉,抉,jue,0,0
攫,攫,jue,0,0
菌,菌,jun,2,0
竣,竣,jun,2,0
君,君,jun,2,0
郡,郡,jun,2,0
均,均,jun,2,0
峻,峻,jun,2,0
俊,俊,jun,2,0
焌,焌,jun,0,0
浚,浚,jun,0,0
睃,睃,jun,0,0
捃,捃,jun,0,0
畯,畯,jun,0,0
麇,麇,jun,0,0
莙,莙,jun,0,0
咖,咖,ka,2,0
髂,髂,ka,0,0
喀,喀,ka,0,0
咔,咔,ka,0,0
胩,胩,ka,0,0
慨,慨,kai,2,0
揩,揩,kai,1,0
楷,楷,kai,1,0
蒈,蒈,kai,0,0
瞰,瞰,kan,2,0
看,看,kan,2,0
刊,刊,kan,2,0
堪,堪,kan,2,0
砍,砍,kan,2,0
坎,坎,kan,1,0
勘,勘,kan,1,0
戡,戡,kan,0,0
墈,墈,kan,0,0
崁,崁,kan,0,0
莰,莰,kan,0,0
侃,侃,kan,0,0
扛,扛,kang,2,0
康,康,kang,2,0
慷,慷,kang,2,0
抗,抗,kang,2,0
炕,炕,kang,1,0
糠,糠,kang,1,0
伉,伉,kang,0,0
亢,亢,kang,0,0
靠,靠,kao,2,0
烤,烤,kao,2,0
考,考,kao,2,0
拷,拷,kao,1,0
尻,尻,kao,0,0
犒,犒,kao,0,0
栲,栲,kao,0,0
渴,渴,ke,2,0
客,客,ke,2,0
克,克,ke,2,0
科,科,ke,2,0
棵,棵,ke,2,0
刻,刻,ke,2,0
苛,苛,ke,2,0
咳,咳,ke,2,0
瞌,瞌,ke,2,0
可,可,ke,2,0
蝌,蝌,ke,1,0
坷,坷,ke,1,0
磕,磕,ke,1,0
窠,窠,ke,0,0
髁,髁,ke,0,0
珂,珂,ke,0,0
柯,柯,ke,0,0
疴,疴,ke,0,0
嗑,嗑,ke,0,0
溘,溘,ke,0,0
稞,稞,ke,0,0
岢,岢,ke,0,0
恪,恪,ke,0,0
氪,氪,ke,0,0
啃,啃,ken,2,0
肯,肯,ken,2,0
裉,裉,ken,0,0
坑,坑,keng,2,0
孔,孔,kong,2,0
恐,恐,kong,2,0
空,空,kong,2,0
控,控,kong,2,0
箜,箜,kong,0,0
崆,崆,kong,0,0
倥,倥,kong,0,0
口,口,kou,2,0
扣,扣,kou,2,0
寇,寇,kou,1,0
佝,佝,kou,0,0
筘,筘,kou,0,0
蔻,蔻,kou,0,0
叩,叩,kou,0,0
哭,哭,ku,2,0
酷,酷,ku,2,0
苦,苦,ku,2,0
枯,枯,ku,2,0
窟,窟,ku,2,0
骷,骷,ku,0,0
矻,矻,ku,0,0
挎,挎,ku,0,0
刳,刳,ku,0,0
垮,垮,kua,2,0
跨,跨,kua,2,0
夸,夸,kua,1,0
胯,胯,kua,0,0
侉,侉,kua,0,0
快,快,kuai,2,0
筷,筷,kuai,2,0
蒯,蒯,kuai,0,0
款,款,kuan,2,0
筐,筐,kuang,2,0
狂,狂,kuang,2,0
框,框,kuang,2,0
眶,眶,kuang,2,0
哐,哐,kuang,0,0
匡,匡,kuang,0,0
夼,夼,kuang,0,0
愧,愧,kui,2,0
葵,葵,kui,2,0
魁,魁,kui,1,0
盔,盔,kui,1,0
揆,揆,kui,0,0
喹,喹,kui,0,0
奎,奎,kui,0,0
悝,悝,kui,0,0
馗,馗,kui,0,0
睽,睽,kui,0,0
跬,跬,kui,0,0
暌,暌,kui,0,0
喟,喟,kui,0,0
逵,逵,kui,0,0
夔,夔,kui,0,0
昆,昆,kun,2,0
捆,捆,kun,2,0
困,困,kun,2,0
坤,坤,kun,1,0
髡,髡,kun,0,0
悃,悃,kun,0,0
琨,琨,kun,0,0
醌,醌,kun,0,0
焜,焜,kun,0,0
括,括,kuo,2,0
廓,廓,kuo,1,0
蛞,蛞,kuo,0,0
垃,垃,la,2,0
喇,喇,la,2,0
辣,辣,la,2,0
拉,拉,la,2,0
啦,啦,la,2,0
瘌,瘌,la,0,0
邋,邋,la,0,0
剌,剌,la,0,0
鞡,鞡,la,0,0
婪,婪,lan,0,0
啉,啉,lan,0,0
漤,漤,lan,0,0
螂,螂,lang,2,0
郎,郎,lang,2,0
朗,朗,lang,2,0
狼,狼,lang,2,0
廊,廊,lang,2,0
浪,浪,lang,2,0
琅,琅,lang,1,0
榔,榔,lang,1,0
烺,烺,lang,0,0
稂,稂,lang,0,0
莨,莨,lang,0,0
蒗,蒗,lang,0,0
啷,啷,lang,0,0
踉,踉,lang,0,0
佬,佬,lao,2,0
牢,牢,lao,2,0
潦,潦,lao,2,0
酪,酪,lao,2,0
老,老,lao,2,0
耢,耢,lao,0,0
醪,醪,lao,0,0
栳,栳,lao,0,0
嫪,嫪,lao,0,0
了,了,le,2,0
勒,勒,le,2,0
叻,叻,le,0,0
捋,捋,le,0,0
仂,仂,le,0,0
泐,泐,le,0,0
擂,擂,lei,2,0
蕾,蕾,lei,2,0
雷,雷,lei,2,0
累,累,lei,2,0
儡,儡,lei,1,0
肋,肋,lei,1,0
嫘,嫘,lei,0,0
羸,羸,lei,0,0
檑,檑,lei,0,0
埒,埒,lei,0,0
磊,磊,lei,0,0
嘞,嘞,lei,0,0
酹,酹,lei,0,0
礌,礌,lei,0,0
耒,耒,lei,0,0
冷,冷,leng,2,0
愣,愣,leng,2,0
楞,楞,leng,1,0
塄,塄,leng,0,0
立,立,li,2,0
黎,黎,li,2,0
例,例,li,2,0
罹,罹,li,2,0
哩,哩,li,2,0
荔,荔,li,2,0
狸,狸,li,2,0
利,利,li,2,0
璃,璃,li,2,0
俐,俐,li,2,0
力,力,li,2,0
理,理,li,2,0
里,里,li,2,0
粒,粒,li,2,0
喱,喱,li,2,0
梨,梨,li,2,0
李,李,li,2,0
吏,吏,li,1,0
漓,漓,li,1,0
犁,犁,li,1,0
痢,痢,li,1,0
厘,厘,li,1,0
莉,莉,li,1,0
栗,栗,li,1,0
澧,澧,li,0,0
藜,藜,li,0,0
傈,傈,li,0,0
蜊,蜊,li,0,0
戾,戾,li,0,0
篥,篥,li,0,0
詈,詈,li,0,0
鬲,鬲,li,0,0
笠,笠,li,0,0
俚,俚,li,0,0
蠡,蠡,li,0,0
猁,猁,li,0,0
唳,唳,li,0,0
溧,溧,li,0,0
娌,娌,li,0,0
嫠,嫠,li,0,0
黧,黧,li,0,0
醴,醴,li,0,0
廉,廉,lian,2,0
帘,帘,lian,1,0
楝,楝,lian,0,0
蠊,蠊,lian,0,0
臁,臁,lian,0,0
膦,膦,lian,0,0
濂,濂,lian,0,0
良,良,liang,2,0
亮,亮,liang,2,0
量,量,liang,2,0
粱,粱,liang,1,0
梁,梁,liang,1,0
椋,椋,liang,0,0
悢,悢,liang,0,0
晾,晾,liang,0,0
料,料,liao,2,0
聊,聊,liao,2,0
嘹,嘹,liao,2,0
瞭,瞭,liao,2,0
燎,燎,liao,1,0
寥,寥,liao,1,0
僚,僚,liao,1,0
撩,撩,liao,1,0
暸,暸,liao,0,0
撂,撂,liao,0,0
廖,廖,liao,0,0
蹽,蹽,liao,0,0
獠,獠,liao,0,0
尥,尥,liao,0,0
寮,寮,liao,0,0
蓼,蓼,liao,0,0
劣,劣,lie,2,0
烈,烈,lie,2,0
列,列,lie,2,0
裂,裂,lie,2,0
捩,捩,lie,2,0
咧,咧,lie,1,0
洌,洌,lie,0,0
鬣,鬣,lie,0,0
冽,冽,lie,0,0
趔,趔,lie,0,0
躐,躐,lie,0,0
吝,吝,lin,2,0
淋,淋,lin,2,0
林,林,lin,2,0
琳,琳,lin,2,0
磷,磷,lin,1,0
遴,遴,lin,0,0
璘,璘,lin,0,0
瞵,瞵,lin,0,0
粼,粼,lin,0,0
嶙,嶙,lin,0,0
麟,麟,lin,0,0
霖,霖,lin,0,0
陵,陵,ling,2,0
令,令,ling,2,0
伶,伶,ling,2,0
零,零,ling,2,0
菱,菱,ling,2,0
拎,拎,ling,2,0
凌,凌,ling,2,0
另,另,ling,2,0
聆,聆,ling,2,0
玲,玲,ling,1,0
翎,翎,ling,1,0
呤,呤,ling,0,0
羚,羚,ling,0,0
苓,苓,ling,0,0
柃,柃,ling,0,0
瓴,瓴,ling,0,0
泠,泠,ling,0,0
酃,酃,ling,0,0
蛉,蛉,ling,0,0
囹,囹,ling,0,0
祾,祾,ling,0,0
留,留,liu,2,0
榴,榴,liu,2,0
瘤,瘤,liu,2,0
流,流,liu,2,0
六,六,liu,2,0
柳,柳,liu,2,0
溜,溜,liu,2,0
硫,硫,liu,1,0
琉,琉,liu,1,0
鎏,鎏,liu,0,0
旒,旒,liu,0,0
遛,遛,liu,0,0
骝,骝,liu,0,0
熘,熘,liu,0,0
蹓,蹓,liu,0,0
隆,隆,long,2,0
窿,窿,long,1,0
癃,癃,long,0,0
陋,陋,lou,2,0
漏,漏,lou,2,0
剅,剅,lou,0,0
鹿,鹿,lu,2,0
露,露,lu,2,0
路,路,lu,2,0
麓,麓,lu,2,0
碌,碌,lu,2,0
簏,簏,lu,0,0
逯,逯,lu,0,0
戮,戮,lu,0,0
僇,僇,lu,0,0
璐,璐,lu,0,0
甪,甪,lu,0,0
漉,漉,lu,0,0
潞,潞,lu,0,0
卵,卵,luan,2,0
洛,洛,luo,2,0
裸,裸,luo,2,0
螺,螺,luo,2,0
落,落,luo,2,0
烙,烙,luo,1,0
摞,摞,luo,0,0
瘰,瘰,luo,0,0
雒,雒,luo,0,0
蠃,蠃,luo,0,0
硌,硌,luo,0,0
袼,袼,luo,0,0
珞,珞,luo,0,0
旅,旅,lv,2,0
履,履,lv,2,0
律,律,lv,2,0
率,率,lv,2,0
氯,氯,lv,1,0
膂,膂,lv,0,0
稆,稆,lv,0,0
掠,掠,lve,2,0
略,略,lve,2,0
嘛,嘛,ma,2,0
麻,麻,ma,2,0
蟆,蟆,ma,1,0
埋,埋,mai,2,0
霾,霾,mai,0,0
漫,漫,man,2,0
慢,慢,man,2,0
蔓,蔓,man,2,0
曼,曼,man,1,0
幔,幔,man,1,0
嫚,嫚,man,0,0
墁,墁,man,0,0
忙,忙,mang,2,0
氓,氓,mang,2,0
芒,芒,mang,2,0
盲,盲,mang,2,0
莽,莽,mang,2,0
茫,茫,mang,2,0
蟒,蟒,mang,0,0
邙,邙,mang,0,0
硭,硭,mang,0,0
漭,漭,mang,0,0
杧,杧,mang,0,0
毛,毛,mao,2,0
茅,茅,mao,2,0
茂,茂,mao,2,0
貌,貌,mao,2,0
冒,冒,mao,2,0
帽,帽,mao,2,0
矛,矛,mao,2,0
髦,髦,mao,2,0
昴,昴,mao,0,0
旄,旄,mao,0,0
泖,泖,mao,0,0
耄,耄,mao,0,0
芼,芼,mao,0,0
茆,茆,mao,0,0
眊,眊,mao,0,0
卯,卯,mao,0,0
蟊,蟊,mao,0,0
峁,峁,mao,0,0
瞀,瞀,mao,0,0
袤,袤,mao,0,0
瑁,瑁,mao,0,0
懋,懋,mao,0,0
蝥,蝥,mao,0,0
霉,霉,mei,2,0
美,美,mei,2,0
枚,枚,mei,2,0
眉,眉,mei,2,0
莓,莓,mei,2,0
媒,媒,mei,2,0
每,每,mei,2,0
妹,妹,mei,2,0
魅,魅,mei,2,0
煤,煤,mei,2,0
媚,媚,mei,2,0
梅,梅,mei,2,0
玫,玫,mei,2,0
昧,昧,mei,1,0
郿,郿,mei,0,0
浼,浼,mei,0,0
寐,寐,mei,0,0
湄,湄,mei,0,0
猸,猸,mei,0,0
嵋,嵋,mei,0,0
袂,袂,mei,0,0
酶,酶,mei,0,0
楣,楣,mei,0,0
萌,萌,meng,2,0
朦,朦,meng,2,0
蒙,蒙,meng,2,0
盟,盟,meng,2,0
檬,檬,meng,2,0
猛,猛,meng,2,0
孟,孟,meng,1,0
礞,礞,meng,0,0
獴,獴,meng,0,0
甍,甍,meng,0,0
艨,艨,meng,0,0
勐,勐,meng,0,0
瞢,瞢,meng,0,0
蜢,蜢,meng,0,0
艋,艋,meng,0,0
虻,虻,meng,0,0
懵,懵,meng,0,0
幪,幪,meng,0,0
蠓,蠓,meng,0,0
咪,咪,mi,2,0
蜜,蜜,mi,2,0
迷,迷,mi,2,0
密,密,mi,2,0
泌,泌,mi,2,0
米,米,mi,2,0
糜,糜,mi,1,0
靡,靡,mi,1,0
醾,醾,mi,0,0
蘼,蘼,mi,0,0
嘧,嘧,mi,0,0
秘,秘,mi,0,0
麋,麋,mi,0,0
洣,洣,mi,0,0
汨,汨,mi,0,0
縻,縻,mi,0,0
脒,脒,mi,0,0
醚,醚,mi,0,0
弭,弭,mi,0,0
敉,敉,mi,0,0
祢,祢,mi,0,0
宓,宓,mi,0,0
冕,冕,mian,2,0
棉,棉,mian,2,0
勉,勉,mian,2,0
免,免,mian,2,0
眠,眠,mian,2,0
面,面,mian,2,0
娩,娩,mian,1,0
沔,沔,mian,0,0
眄,眄,mian,0,0
湎,湎,mian,0,0
瞄,瞄,miao,2,0
妙,妙,miao,2,0
描,描,miao,2,0
苗,苗,miao,2,0
秒,秒,miao,2,0
渺,渺,miao,2,0
藐,藐,miao,1,0
喵,喵,miao,0,0
邈,邈,miao,0,0
眇,眇,miao,0,0
杪,杪,miao,0,0
蔑,蔑,mie,1,0
乜,乜,mie,0,0
篾,篾,mie,0,0
咩,咩,mie,0,0
民,民,min,2,0
敏,敏,min,2,0
皿,皿,min,2,0
旻,旻,min,0,0
泯,泯,min,0,0
苠,苠,min,0,0
玟,玟,min,0,0
抿,抿,min,0,0
岷,岷,min,0,0
命,命,ming,2,0
名,名,ming,2,0
明,明,ming,2,0
螟,螟,ming,1,0
冥,冥,ming,0,0
溟,溟,ming,0,0
蓂,蓂,ming,0,0
暝,暝,ming,0,0
茗,茗,ming,0,0
洺,洺,ming,0,0
瞑,瞑,ming,0,0
酩,酩,ming,0,0
墨,墨,mo,2,0
摩,摩,mo,2,0
沫,沫,mo,2,0
魔,魔,mo,2,0
抹,抹,mo,2,0
默,默,mo,2,0
莫,莫,mo,2,0
膜,膜,mo,2,0
模,模,mo,2,0
末,末,mo,2,0
寞,寞,mo,2,0
摸,摸,mo,2,0
漠,漠,mo,2,0
陌,陌,mo,2,0
磨,磨,mo,2,0
蘑,蘑,mo,2,0
茉,茉,mo,1,0
摹,摹,mo,1,0
靺,靺,mo,0,0
耱,耱,mo,0,0
嫫,嫫,mo,0,0
礳,礳,mo,0,0
瘼,瘼,mo,0,0
貊,貊,mo,0,0
貘,貘,mo,0,0
秣,秣,mo,0,0
某,某,mou,2,0
哞,哞,mou,0,0
眸,眸,mou,0,0
蛑,蛑,mou,0,0
牟,牟,mou,0,0
侔,侔,mou,0,0
鍪,鍪,mou,0,0
牧,牧,mu,2,0
姆,姆,mu,2,0
牡,牡,mu,2,0
木,木,mu,2,0
睦,睦,mu,2,0
墓,墓,mu,2,0
母,母,mu,2,0
慕,慕,mu,2,0
拇,拇,mu,2,0
姥,姥,mu,2,0
幕,幕,mu,2,0
募,募,mu,2,0
暮,暮,mu,2,0
沐,沐,mu,2,0
目,目,mu,2,0
穆,穆,mu,1,0
苜,苜,mu,0,0
毪,毪,mu,0,0
仫,仫,mu,0,0
那,那,na,2,0
哪,哪,na,2,0
拿,拿,na,2,0
捺,捺,na,0,0
衲,衲,na,0,0
肭,肭,na,0,0
耐,耐,nai,2,0
乃,乃,nai,2,0
奈,奈,nai,2,0
奶,奶,nai,2,0
萘,萘,nai,0,0
艿,艿,nai,0,0
鼐,鼐,nai,0,0
氖,氖,nai,0,0
柰,柰,nai,0,0
男,男,nan,2,0
喃,喃,nan,2,0
南,南,nan,2,0
罱,罱,nan,0,0
赧,赧,nan,0,0
楠,楠,nan,0,0
蝻,蝻,nan,0,0
腩,腩,nan,0,0
囡,囡,nan,0,0
囊,囊,nang,2,0
曩,曩,nang,0,0
攮,攮,nang,0,0
囔,囔,nang,0,0
齉,齉,nang,0,0
呶,呶,nao,0,0
硇,硇,nao,0,0
瑙,瑙,nao,0,0
猱,猱,nao,0,0
淖,淖,nao,0,0
嫩,嫩,nen,2,0
能,能,neng,2,0
逆,逆,ni,2,0
泥,泥,ni,2,0
霓,霓,ni,2,0
你,你,ni,2,0
呢,呢,ni,2,0
溺,溺,ni,2,0
尼,尼,ni,2,0
匿,匿,ni,1,0
坭,坭,ni,0,0
睨,睨,ni,0,0
猊,猊,ni,0,0
妮,妮,ni,0,0
倪,倪,ni,0,0
旎,旎,ni,0,0
怩,怩,ni,0,0
年,年,nian,2,0
黏,黏,nian,2,0
念,念,nian,2,0
碾,碾,nian,1,0
捻,捻,nian,1,0
粘,粘,nian,0,0
埝,埝,nian,0,0
廿,廿,nian,0,0
拈,拈,nian,0,0
娘,娘,niang,2,0
尿,尿,niao,2,0
脲,脲,niao,0,0
捏,捏,nie,2,0
孽,孽,nie,1,0
臬,臬,nie,0,0
涅,涅,nie,0,0
您,您,nin,2,0
凝,凝,ning,2,0
佞,佞,ning,0,0
牛,牛,niu,2,0
扭,扭,niu,2,0
妞,妞,niu,0,0
狃,狃,niu,0,0
忸,忸,niu,0,0
弄,弄,nong,2,0
耨,耨,nou,0,0
奴,奴,nu,2,0
努,努,nu,2,0
怒,怒,nu,2,0
胬,胬,nu,0,0
弩,弩,nu,0,0
孥,孥,nu,0,0
砮,砮,nu,0,0
暖,暖,nuan,2,0
糯,糯,nuo,2,0
挪,挪,nuo,2,0
懦,懦,nuo,2,0
