Traditional,Simplified,Pinyin,Frequency,Notes
枉,枉,wang,2,0
往,往,wang,2,0
望,望,wang,2,0
妄,妄,wang,1,0
惘,惘,wang,0,0
罔,罔,wang,0,0
魍,魍,wang,0,0
喂,喂,wei,2,0
萎,萎,wei,2,0
危,危,wei,2,0
威,威,wei,2,0
畏,畏,wei,2,0
味,味,wei,2,0
胃,胃,wei,2,0
未,未,wei,2,0
唯,唯,wei,2,0
微,微,wei,2,0
位,位,wei,2,0
慰,慰,wei,2,0
惟,惟,wei,2,0
尾,尾,wei,2,0
蔚,蔚,wei,2,0
委,委,wei,2,0
桅,桅,wei,1,0
尉,尉,wei,1,0
魏,魏,wei,1,0
薇,薇,wei,1,0
巍,巍,wei,1,0
偎,偎,wei,1,0
隈,隈,wei,0,0
洧,洧,wei,0,0
娓,娓,wei,0,0
倭,倭,wei,0,0
渭,渭,wei,0,0
猥,猥,wei,0,0
圩,圩,wei,0,0
崴,崴,wei,0,0
葳,葳,wei,0,0
帷,帷,wei,0,0
溦,溦,wei,0,0
煨,煨,wei,0,0
隗,隗,wei,0,0
痿,痿,wei,0,0
逶,逶,wei,0,0
猬,猬,wei,0,0
嵬,嵬,wei,0,0
温,温,wen,2,0
紊,紊,wen,2,0
吻,吻,wen,2,0
蚊,蚊,wen,2,0
文,文,wen,2,0
瘟,瘟,wen,1,0
刎,刎,wen,0,0
塭,塭,wen,0,0
汶,汶,wen,0,0
雯,雯,wen,0,0
翁,翁,weng,2,0
嗡,嗡,weng,2,0
蓊,蓊,weng,0,0
滃,滃,weng,0,0
我,我,wo,2,0
沃,沃,wo,2,0
握,握,wo,2,0
卧,卧,wo,2,0
肟,肟,wo,0,0
斡,斡,wo,0,0
幄,幄,wo,0,0
渥,渥,wo,0,0
五,五,wu,2,0
侮,侮,wu,2,0
舞,舞,wu,2,0
巫,巫,wu,2,0
唔,唔,wu,2,0
勿,勿,wu,2,0
武,武,wu,2,0
屋,屋,wu,2,0
毋,毋,wu,2,0
伍,伍,wu,2,0
悟,悟,wu,2,0
污,污,wu,2,0
午,午,wu,2,0
蜈,蜈,wu,2,0
晤,晤,wu,2,0
物,物,wu,2,0
捂,捂,wu,1,0
梧,梧,wu,1,0
婺,婺,wu,0,0
戊,戊,wu,0,0
圬,圬,wu,0,0
忤,忤,wu,0,0
芴,芴,wu,0,0
焐,焐,wu,0,0
兀,兀,wu,0,0
痦,痦,wu,0,0
寤,寤,wu,0,0
牾,牾,wu,0,0
迕,迕,wu,0,0
鼯,鼯,wu,0,0
阢,阢,wu,0,0
浯,浯,wu,0,0
靰,靰,wu,0,0
杌,杌,wu,0,0
郚,郚,wu,0,0
仵,仵,wu,0,0
吾,吾,wu,0,0
鋈,鋈,wu,0,0
昔,昔,xi,2,0
希,希,xi,2,0
喜,喜,xi,2,0
息,息,xi,2,0
西,西,xi,2,0
夕,夕,xi,2,0
膝,膝,xi,2,0
析,析,xi,2,0
吸,吸,xi,2,0
洗,洗,xi,2,0
媳,媳,xi,2,0
嬉,嬉,xi,2,0
晰,晰,xi,2,0
稀,稀,xi,2,0
徙,徙,xi,2,0
惜,惜,xi,2,0
隙,隙,xi,2,0
犀,犀,xi,2,0
席,席,xi,2,0
系,系,xi,2,0
蟋,蟋,xi,2,0
嘻,嘻,xi,2,0
悉,悉,xi,2,0
熄,熄,xi,2,0
溪,溪,xi,2,0
熙,熙,xi,1,0
菥,菥,xi,0,0
樨,樨,xi,0,0
晞,晞,xi,0,0
羲,羲,xi,0,0
檄,檄,xi,0,0
淅,淅,xi,0,0
唏,唏,xi,0,0
隰,隰,xi,0,0
蹊,蹊,xi,0,0
蓰,蓰,xi,0,0
曦,曦,xi,0,0
葸,葸,xi,0,0
矽,矽,xi,0,0
舄,舄,xi,0,0
翕,翕,xi,0,0
歙,歙,xi,0,0
禧,禧,xi,0,0
兮,兮,xi,0,0
浠,浠,xi,0,0
僖,僖,xi,0,0
粞,粞,xi,0,0
郄,郄,xi,0,0
窸,窸,xi,0,0
鼷,鼷,xi,0,0
硒,硒,xi,0,0
醯,醯,xi,0,0
豨,豨,xi,0,0
禊,禊,xi,0,0
熹,熹,xi,0,0
穸,穸,xi,0,0
裼,裼,xi,0,0
螅,螅,xi,0,0
屣,屣,xi,0,0
蜥,蜥,xi,0,0
潟,潟,xi,0,0
奚,奚,xi,0,0
烯,烯,xi,0,0
舾,舾,xi,0,0
皙,皙,xi,0,0
汐,汐,xi,0,0
霞,霞,xia,2,0
下,下,xia,2,0
暇,暇,xia,2,0
夏,夏,xia,2,0
瞎,瞎,xia,2,0
匣,匣,xia,1,0
柙,柙,xia,0,0
罅,罅,xia,0,0
遐,遐,xia,0,0
黠,黠,xia,0,0
狎,狎,xia,0,0
瑕,瑕,xia,0,0
呷,呷,xia,0,0
掀,掀,xian,2,0
限,限,xian,2,0
弦,弦,xian,2,0
嫌,嫌,xian,2,0
仙,仙,xian,2,0
先,先,xian,2,0
陷,陷,xian,2,0
舷,舷,xian,1,0
涎,涎,xian,1,0
咸,咸,xian,1,0
腺,腺,xian,1,0
痃,痃,xian,0,0
祆,祆,xian,0,0
酰,酰,xian,0,0
跣,跣,xian,0,0
燹,燹,xian,0,0
筅,筅,xian,0,0
羡,羡,xian,0,0
暹,暹,xian,0,0
氙,氙,xian,0,0
霰,霰,xian,0,0
冼,冼,xian,0,0
想,想,xiang,2,0
象,象,xiang,2,0
像,像,xiang,2,0
香,香,xiang,2,0
享,享,xiang,2,0
箱,箱,xiang,2,0
巷,巷,xiang,2,0
翔,翔,xiang,2,0
相,相,xiang,2,0
祥,祥,xiang,2,0
橡,橡,xiang,2,0
向,向,xiang,2,0
湘,湘,xiang,1,0
襄,襄,xiang,0,0
庠,庠,xiang,0,0
宵,宵,xiao,2,0
逍,逍,xiao,2,0
孝,孝,xiao,2,0
小,小,xiao,2,0
肖,肖,xiao,2,0
效,效,xiao,2,0
校,校,xiao,2,0
笑,笑,xiao,2,0
消,消,xiao,2,0
哮,哮,xiao,1,0
硝,硝,xiao,1,0
魈,魈,xiao,0,0
洨,洨,xiao,0,0
霄,霄,xiao,0,0
藠,藠,xiao,0,0
枵,枵,xiao,0,0
筱,筱,xiao,0,0
懈,懈,xie,2,0
歇,歇,xie,2,0
邪,邪,xie,2,0
蟹,蟹,xie,2,0
血,血,xie,2,0
卸,卸,xie,2,0
屑,屑,xie,2,0
些,些,xie,2,0
鞋,鞋,xie,2,0
斜,斜,xie,2,0
偕,偕,xie,2,0
泄,泄,xie,2,0
械,械,xie,2,0
楔,楔,xie,1,0
薤,薤,xie,0,0
瀣,瀣,xie,0,0
榭,榭,xie,0,0
躞,躞,xie,0,0
塮,塮,xie,0,0
澥,澥,xie,0,0
廨,廨,xie,0,0
獬,獬,xie,0,0
揳,揳,xie,0,0
燮,燮,xie,0,0
勰,勰,xie,0,0
渫,渫,xie,0,0
榍,榍,xie,0,0
邂,邂,xie,0,0
薪,薪,xin,2,0
欣,欣,xin,2,0
馨,馨,xin,2,0
新,新,xin,2,0
信,信,xin,2,0
心,心,xin,2,0
辛,辛,xin,2,0
歆,歆,xin,0,0
忻,忻,xin,0,0
鑫,鑫,xin,0,0
芯,芯,xin,0,0
囟,囟,xin,0,0
昕,昕,xin,0,0
醒,醒,xing,2,0
姓,姓,xing,2,0
刑,刑,xing,2,0
行,行,xing,2,0
杏,杏,xing,2,0
腥,腥,xing,2,0
幸,幸,xing,2,0
型,型,xing,2,0
形,形,xing,2,0
星,星,xing,2,0
性,性,xing,2,0
猩,猩,xing,1,0
邢,邢,xing,1,0
悻,悻,xing,0,0
硎,硎,xing,0,0
惺,惺,xing,0,0
婞,婞,xing,0,0
荇,荇,xing,0,0
擤,擤,xing,0,0
胸,胸,xiong,2,0
兄,兄,xiong,2,0
凶,凶,xiong,2,0
雄,雄,xiong,2,0
熊,熊,xiong,2,0
匈,匈,xiong,1,0
羞,羞,xiu,2,0
休,休,xiu,2,0
修,修,xiu,2,0
秀,秀,xiu,2,0
袖,袖,xiu,2,0
嗅,嗅,xiu,2,0
朽,朽,xiu,2,0
溴,溴,xiu,0,0
庥,庥,xiu,0,0
岫,岫,xiu,0,0
咻,咻,xiu,0,0
髹,髹,xiu,0,0
琇,琇,xiu,0,0
貅,貅,xiu,0,0
婿,婿,xu,2,0
徐,徐,xu,2,0
絮,絮,xu,2,0
蓄,蓄,xu,2,0
序,序,xu,2,0
恤,恤,xu,2,0
墟,墟,xu,2,0
需,需,xu,2,0
酗,酗,xu,1,0
旭,旭,xu,1,0
吁,吁,xu,1,0
盱,盱,xu,0,0
戌,戌,xu,0,0
旮,旮,xu,0,0
栩,栩,xu,0,0
溆,溆,xu,0,0
魆,魆,xu,0,0
糈,糈,xu,0,0
煦,煦,xu,0,0
洫,洫,xu,0,0
旯,旯,xu,0,0
醑,醑,xu,0,0
胥,胥,xu,0,0
喧,喧,xuan,2,0
旋,旋,xuan,2,0
宣,宣,xuan,2,0
炫,炫,xuan,2,0
渲,渲,xuan,2,0
玄,玄,xuan,1,0
漩,漩,xuan,1,0
璇,璇,xuan,0,0
煊,煊,xuan,0,0
揎,揎,xuan,0,0
烜,烜,xuan,0,0
楦,楦,xuan,0,0
儇,儇,xuan,0,0
碹,碹,xuan,0,0
泫,泫,xuan,0,0
眩,眩,xuan,0,0
暄,暄,xuan,0,0
暅,暅,xuan,0,0
禤,禤,xuan,0,0
萱,萱,xuan,0,0
瑄,瑄,xuan,0,0
雪,雪,xue,2,0
削,削,xue,2,0
穴,穴,xue,2,0
薛,薛,xue,1,0
靴,靴,xue,1,0
茓,茓,xue,0,0
薰,薰,xun,2,0
旬,旬,xun,2,0
迅,迅,xun,2,0
殉,殉,xun,2,0
巡,巡,xun,2,0
循,循,xun,2,0
熏,熏,xun,1,0
汛,汛,xun,0,0
荀,荀,xun,0,0
恂,恂,xun,0,0
巽,巽,xun,0,0
峋,峋,xun,0,0
噀,噀,xun,0,0
醺,醺,xun,0,0
珣,珣,xun,0,0
栒,栒,xun,0,0
徇,徇,xun,0,0
洵,洵,xun,0,0
獯,獯,xun,0,0
郇,郇,xun,0,0
蕈,蕈,xun,0,0
曛,曛,xun,0,0
挦,挦,xun,0,0
雅,雅,ya,2,0
涯,涯,ya,2,0
丫,丫,ya,2,0
芽,芽,ya,2,0
呀,呀,ya,2,0
押,押,ya,2,0
牙,牙,ya,2,0
崖,崖,ya,2,0
衙,衙,ya,1,0
蚜,蚜,ya,0,0
岈,岈,ya,0,0
迓,迓,ya,0,0
揠,揠,ya,0,0
伢,伢,ya,0,0
砑,砑,ya,0,0
睚,睚,yai,0,0
沿,沿,yan,2,0
淹,淹,yan,2,0
眼,眼,yan,2,0
雁,雁,yan,2,0
掩,掩,yan,2,0
宴,宴,yan,2,0
咽,咽,yan,2,0
炎,炎,yan,2,0
延,延,yan,2,0
筵,筵,yan,2,0
燕,燕,yan,2,0
研,研,yan,2,0
言,言,yan,2,0
衍,衍,yan,2,0
演,演,yan,2,0
焰,焰,yan,2,0
蜒,蜒,yan,1,0
岩,岩,yan,1,0
奄,奄,yan,1,0
堰,堰,yan,1,0
唁,唁,yan,1,0
弇,弇,yan,0,0
妍,妍,yan,0,0
檐,檐,yan,0,0
腌,腌,yan,0,0
崦,崦,yan,0,0
郾,郾,yan,0,0
罨,罨,yan,0,0
蔫,蔫,yan,0,0
晏,晏,yan,0,0
胭,胭,yan,0,0
偃,偃,yan,0,0
嫣,嫣,yan,0,0
鄢,鄢,yan,0,0
焱,焱,yan,0,0
剡,剡,yan,0,0
扊,扊,yan,0,0
埏,埏,yan,0,0
琰,琰,yan,0,0
焉,焉,yan,0,0
洋,洋,yang,2,0
氧,氧,yang,2,0
秧,秧,yang,2,0
漾,漾,yang,2,0
羊,羊,yang,2,0
央,央,yang,2,0
仰,仰,yang,2,0
殃,殃,yang,1,0
怏,怏,yang,0,0
恙,恙,yang,0,0
烊,烊,yang,0,0
泱,泱,yang,0,0
徉,徉,yang,0,0
垟,垟,yang,0,0
蛘,蛘,yang,0,0
鞅,鞅,yang,0,0
佯,佯,yang,0,0
耀,耀,yao,2,0
咬,咬,yao,2,0
邀,邀,yao,2,0
腰,腰,yao,2,0
要,要,yao,2,0
淆,淆,yao,2,0
夭,夭,yao,2,0
妖,妖,yao,2,0
么,么,yao,1,0
姚,姚,yao,1,0
吆,吆,yao,1,0
舀,舀,yao,1,0
肴,肴,yao,1,0
曜,曜,yao,0,0
靿,靿,yao,0,0
窈,窈,yao,0,0
繇,繇,yao,0,0
窅,窅,yao,0,0
徭,徭,yao,0,0
幺,幺,yao,0,0
崤,崤,yao,0,0
爻,爻,yao,0,0
杳,杳,yao,0,0
珧,珧,yao,0,0
液,液,ye,2,0
夜,夜,ye,2,0
也,也,ye,2,0
野,野,ye,2,0
椰,椰,ye,2,0
冶,冶,ye,2,0
掖,掖,ye,1,0
耶,耶,ye,0,0
拽,拽,ye,0,0
揶,揶,ye,0,0
曳,曳,ye,0,0
倻,倻,ye,0,0
噎,噎,ye,0,0
益,益,yi,2,0
壹,壹,yi,2,0
溢,溢,yi,2,0
宜,宜,yi,2,0
疑,疑,yi,2,0
以,以,yi,2,0
疫,疫,yi,2,0
亦,亦,yi,2,0
毅,毅,yi,2,0
乙,乙,yi,2,0
屹,屹,yi,2,0
咦,咦,yi,2,0
逸,逸,yi,2,0
移,移,yi,2,0
翌,翌,yi,2,0
裔,裔,yi,2,0
一,一,yi,2,0
怡,怡,yi,2,0
姨,姨,yi,2,0
抑,抑,yi,2,0
已,已,yi,2,0
意,意,yi,2,0
翼,翼,yi,2,0
役,役,yi,2,0
倚,倚,yi,2,0
易,易,yi,2,0
伊,伊,yi,2,0
依,依,yi,2,0
衣,衣,yi,2,0
椅,椅,yi,2,0
奕,奕,yi,1,0
胰,胰,yi,1,0
肄,肄,yi,1,0
夷,夷,yi,1,0
揖,揖,yi,1,0
邑,邑,yi,1,0
腋,腋,yi,1,0
酏,酏,yi,0,0
臆,臆,yi,0,0
廙,廙,yi,0,0
噫,噫,yi,0,0
迤,迤,yi,0,0
挹,挹,yi,0,0
懿,懿,yi,0,0
乂,乂,yi,0,0
矣,矣,yi,0,0
黟,黟,yi,0,0
圯,圯,yi,0,0
簃,簃,yi,0,0
猗,猗,yi,0,0
嶷,嶷,yi,0,0
扅,扅,yi,0,0
佚,佚,yi,0,0
弈,弈,yi,0,0
翊,翊,yi,0,0
弋,弋,yi,0,0
浥,浥,yi,0,0
咿,咿,yi,0,0
仡,仡,yi,0,0
刈,刈,yi,0,0
殪,殪,yi,0,0
苡,苡,yi,0,0
薏,薏,yi,0,0
嗌,嗌,yi,0,0
蜴,蜴,yi,0,0
埸,埸,yi,0,0
繄,繄,yi,0,0
旖,旖,yi,0,0
沂,沂,yi,0,0
佾,佾,yi,0,0
痍,痍,yi,0,0
熠,熠,yi,0,0
羿,羿,yi,0,0
悒,悒,yi,0,0
劓,劓,yi,0,0
螠,螠,yi,0,0
翳,翳,yi,0,0
匜,匜,yi,0,0
彝,彝,yi,0,0
癔,癔,yi,0,0
漪,漪,yi,0,0
印,印,yin,2,0
引,引,yin,2,0
吟,吟,yin,2,0
因,因,yin,2,0
姻,姻,yin,2,0
音,音,yin,2,0
殷,殷,yin,2,0
蚓,蚓,yin,1,0
茵,茵,yin,1,0
淫,淫,yin,1,0
愔,愔,yin,0,0
氤,氤,yin,0,0
狺,狺,yin,0,0
茚,茚,yin,0,0
嚚,嚚,yin,0,0
窨,窨,yin,0,0
寅,寅,yin,0,0
崟,崟,yin,0,0
胤,胤,yin,0,0
霪,霪,yin,0,0
尹,尹,yin,0,0
喑,喑,yin,0,0
垠,垠,yin,0,0
洇,洇,yin,0,0
堙,堙,yin,0,0
鄞,鄞,yin,0,0
夤,夤,yin,0,0
湮,湮,yin,0,0
英,英,ying,2,0
迎,迎,ying,2,0
硬,硬,ying,2,0
影,影,ying,2,0
映,映,ying,2,0
盈,盈,ying,2,0
膺,膺,ying,0,0
郢,郢,ying,0,0
瑛,瑛,ying,0,0
瀛,瀛,ying,0,0
楹,楹,ying,0,0
媵,媵,ying,0,0
嬴,嬴,ying,0,0
唷,唷,yo,0,0
佣,佣,yong,2,0
泳,泳,yong,2,0
庸,庸,yong,2,0
勇,勇,yong,2,0
永,永,yong,2,0
用,用,yong,2,0
涌,涌,yong,1,0
蛹,蛹,yong,1,0
饔,饔,yong,0,0
俑,俑,yong,0,0
邕,邕,yong,0,0
鄘,鄘,yong,0,0
蕹,蕹,yong,0,0
墉,墉,yong,0,0
雍,雍,yong,0,0
甬,甬,yong,0,0
慵,慵,yong,0,0
恿,恿,yong,0,0
臃,臃,yong,0,0
壅,壅,yong,0,0
喁,喁,yong,0,0
幽,幽,you,2,0
柚,柚,you,2,0
右,右,you,2,0
游,游,you,2,0
尤,尤,you,2,0
友,友,you,2,0
又,又,you,2,0
油,油,you,2,0
佑,佑,you,2,0
由,由,you,2,0
有,有,you,2,0
悠,悠,you,2,0
幼,幼,you,2,0
鼬,鼬,you,0,0
莠,莠,you,0,0
牖,牖,you,0,0
呦,呦,you,0,0
羑,羑,you,0,0
宥,宥,you,0,0
蚴,蚴,you,0,0
猷,猷,you,0,0
蚰,蚰,you,0,0
耰,耰,you,0,0
酉,酉,you,0,0
侑,侑,you,0,0
釉,釉,you,0,0
蝣,蝣,you,0,0
疣,疣,you,0,0
黝,黝,you,0,0
攸,攸,you,0,0
卣,卣,you,0,0
囿,囿,you,0,0
愚,愚,yu,2,0
豫,豫,yu,2,0
予,予,yu,2,0
淤,淤,yu,2,0
愉,愉,yu,2,0
浴,浴,yu,2,0
育,育,yu,2,0
寓,寓,yu,2,0
逾,逾,yu,2,0
宇,宇,yu,2,0
域,域,yu,2,0
裕,裕,yu,2,0
羽,羽,yu,2,0
雨,雨,yu,2,0
御,御,yu,2,0
喻,喻,yu,2,0
郁,郁,yu,2,0
愈,愈,yu,2,0
遇,遇,yu,2,0
玉,玉,yu,2,0
欲,欲,yu,2,0
於,於,yu,2,0
芋,芋,yu,1,0
于,于,yu,1,0
余,余,yu,1,0
迂,迂,yu,1,0
榆,榆,yu,1,0
隅,隅,yu,1,0
嵎,嵎,yu,0,0
禺,禺,yu,0,0
堉,堉,yu,0,0
妤,妤,yu,0,0
竽,竽,yu,0,0
渝,渝,yu,0,0
瑜,瑜,yu,0,0
庾,庾,yu,0,0
聿,聿,yu,0,0
揄,揄,yu,0,0
盂,盂,yu,0,0
嵛,嵛,yu,0,0
雩,雩,yu,0,0
鬻,鬻,yu,0,0
燏,燏,yu,0,0
瘐,瘐,yu,0,0
禹,禹,yu,0,0
煜,煜,yu,0,0
蝓,蝓,yu,0,0
俞,俞,yu,0,0
蜮,蜮,yu,0,0
狳,狳,yu,0,0
圄,圄,yu,0,0
圉,圉,yu,0,0
腧,腧,yu,0,0
燠,燠,yu,0,0
窬,窬,yu,0,0
萸,萸,yu,0,0
窳,窳,yu,0,0
臾,臾,yu,0,0
毓,毓,yu,0,0
峪,峪,yu,0,0
腴,腴,yu,0,0
瑀,瑀,yu,0,0
昱,昱,yu,0,0
彧,彧,yu,0,0
虞,虞,yu,0,0
元,元,yuan,2,0
原,原,yuan,2,0
源,源,yuan,2,0
冤,冤,yuan,2,0
院,院,yuan,2,0
援,援,yuan,2,0
怨,怨,yuan,2,0
猿,猿,yuan,2,0
愿,愿,yuan,1,0
袁,袁,yuan,1,0
垣,垣,yuan,0,0
苑,苑,yuan,0,0
螈,螈,yuan,0,0
圜,圜,yuan,0,0
芫,芫,yuan,0,0
瑗,瑗,yuan,0,0
掾,掾,yuan,0,0
箢,箢,yuan,0,0
蜎,蜎,yuan,0,0
湲,湲,yuan,0,0
塬,塬,yuan,0,0
爰,爰,yuan,0,0
眢,眢,yuan,0,0
媛,媛,yuan,0,0
沅,沅,yuan,0,0
悦,悦,yue,2,0
月,月,yue,2,0
岳,岳,yue,2,0
越,越,yue,2,0
樾,樾,yue,0,0
刖,刖,yue,0,0
龠,龠,yue,0,0
玥,玥,yue,0,0
曱,曱,yue,0,0
曰,曰,yue,0,0
瀹,瀹,yue,0,0
孕,孕,yun,2,0
允,允,yun,2,0
云,云,yun,2,0
耘,耘,yun,2,0
氲,氲,yun,0,0
筠,筠,yun,0,0
芸,芸,yun,0,0
熨,熨,yun,0,0
愠,愠,yun,0,0
鋆,鋆,yun,0,0
昀,昀,yun,0,0
狁,狁,yun,0,0
砸,砸,za,1,0
咂,咂,za,0,0
匝,匝,za,0,0
宰,宰,zai,2,0
在,在,zai,2,0
再,再,zai,2,0
栽,栽,zai,2,0
崽,崽,zai,0,0
哉,哉,zai,0,0
咱,咱,zan,2,0
簪,簪,zan,0,0
糌,糌,zan,0,0
拶,拶,zan,0,0
昝,昝,zan,0,0
葬,葬,zang,2,0
奘,奘,zang,0,0
臧,臧,zang,0,0
牂,牂,zang,0,0
糟,糟,zao,2,0
澡,澡,zao,2,0
噪,噪,zao,2,0
蚤,蚤,zao,2,0
遭,遭,zao,2,0
早,早,zao,2,0
皂,皂,zao,2,0
燥,燥,zao,2,0
造,造,zao,2,0
藻,藻,zao,2,0
躁,躁,zao,2,0
灶,灶,zao,1,0
唣,唣,zao,0,0
慥,慥,zao,0,0
璪,璪,zao,0,0
迮,迮,ze,0,0
仄,仄,ze,0,0
舴,舴,ze,0,0
笮,笮,ze,0,0
昃,昃,ze,0,0
怎,怎,zen,2,0
憎,憎,zeng,2,0
增,增,zeng,2,0
甑,甑,zeng,0,0
罾,罾,zeng,0,0
炸,炸,zha,2,0
扎,扎,zha,2,0
喳,喳,zha,2,0
渣,渣,zha,2,0
眨,眨,zha,2,0
榨,榨,zha,2,0
乍,乍,zha,1,0
猹,猹,zha,0,0
溠,溠,zha,0,0
痄,痄,zha,0,0
栅,栅,zha,0,0
楂,楂,zha,0,0
膪,膪,zha,0,0
札,札,zha,0,0
蚱,蚱,zha,0,0
砟,砟,zha,0,0
咋,咋,zha,0,0
甴,甴,zha,0,0
揸,揸,zha,0,0
哳,哳,zha,0,0
窄,窄,zhai,2,0
摘,摘,zhai,2,0
宅,宅,zhai,2,0
寨,寨,zhai,1,0
瘵,瘵,zhai,0,0
站,站,zhan,2,0
沾,沾,zhan,2,0
展,展,zhan,2,0
瞻,瞻,zhan,2,0
占,占,zhan,2,0
蘸,蘸,zhan,1,0
搌,搌,zhan,0,0
拃,拃,zhan,0,0
湛,湛,zhan,0,0
旃,旃,zhan,0,0
詹,詹,zhan,0,0
障,障,zhang,2,0
彰,彰,zhang,2,0
章,章,zhang,2,0
蟑,蟑,zhang,2,0
杖,杖,zhang,2,0
仗,仗,zhang,2,0
掌,掌,zhang,2,0
丈,丈,zhang,2,0
樟,樟,zhang,1,0
嶂,嶂,zhang,0,0
嫜,嫜,zhang,0,0
獐,獐,zhang,0,0
鄣,鄣,zhang,0,0
璋,璋,zhang,0,0
幛,幛,zhang,0,0
漳,漳,zhang,0,0
仉,仉,zhang,0,0
瘴,瘴,zhang,0,0
沼,沼,zhao,2,0
罩,罩,zhao,2,0
朝,朝,zhao,2,0
着,着,zhao,2,0
召,召,zhao,2,0
招,招,zhao,2,0
找,找,zhao,2,0
兆,兆,zhao,2,0
照,照,zhao,2,0
昭,昭,zhao,1,0
肇,肇,zhao,0,0
笊,笊,zhao,0,0
遮,遮,zhe,2,0
蔗,蔗,zhe,2,0
折,折,zhe,2,0
摺,摺,zhe,2,0
者,者,zhe,2,0
哲,哲,zhe,1,0
浙,浙,zhe,1,0
褶,褶,zhe,0,0
蜇,蜇,zhe,0,0
晢,晢,zhe,0,0
磔,磔,zhe,0,0
柘,柘,zhe,0,0
赭,赭,zhe,0,0
珍,珍,zhen,2,0
枕,枕,zhen,2,0
震,震,zhen,2,0
真,真,zhen,2,0
振,振,zhen,2,0
甄,甄,zhen,2,0
疹,疹,zhen,1,0
斟,斟,zhen,1,0
榛,榛,zhen,1,0
袗,袗,zhen,0,0
圳,圳,zhen,0,0
箴,箴,zhen,0,0
畛,畛,zhen,0,0
胗,胗,zhen,0,0
砧,砧,zhen,0,0
朕,朕,zhen,0,0
蓁,蓁,zhen,0,0
溱,溱,zhen,0,0
臻,臻,zhen,0,0
征,征,zheng,2,0
症,症,zheng,2,0
政,政,zheng,2,0
徵,徵,zheng,2,0
蒸,蒸,zheng,2,0
整,整,zheng,2,0
拯,拯,zheng,2,0
正,正,zheng,2,0
怔,怔,zheng,1,0
烝,烝,zheng,0,0
芝,芝,zhi,2,0
趾,趾,zhi,2,0
秩,秩,zhi,2,0
汁,汁,zhi,2,0
窒,窒,zhi,2,0
支,支,zhi,2,0
炙,炙,zhi,2,0
至,至,zhi,2,0
制,制,zhi,2,0
智,智,zhi,2,0
致,致,zhi,2,0
只,只,zhi,2,0
直,直,zhi,2,0
旨,旨,zhi,2,0
址,址,zhi,2,0
殖,殖,zhi,2,0
知,知,zhi,2,0
值,值,zhi,2,0
治,治,zhi,2,0
之,之,zhi,2,0
肢,肢,zhi,2,0
指,指,zhi,2,0
置,置,zhi,2,0
植,植,zhi,2,0
志,志,zhi,2,0
蜘,蜘,zhi,2,0
枝,枝,zhi,2,0
止,止,zhi,2,0
吱,吱,zhi,2,0
脂,脂,zhi,2,0
稚,稚,zhi,2,0
郅,郅,zhi,0,0
枳,枳,zhi,0,0
扺,扺,zhi,0,0
痔,痔,zhi,0,0
胝,胝,zhi,0,0
沚,沚,zhi,0,0
黹,黹,zhi,0,0
埴,埴,zhi,0,0
雉,雉,zhi,0,0
峙,峙,zhi,0,0
忮,忮,zhi,0,0
芷,芷,zhi,0,0
摭,摭,zhi,0,0
蛭,蛭,zhi,0,0
豸,豸,zhi,0,0
陟,陟,zhi,0,0
咫,咫,zhi,0,0
痣,痣,zhi,0,0
酯,酯,zhi,0,0
滍,滍,zhi,0,0
梽,梽,zhi,0,0
彘,彘,zhi,0,0
祉,祉,zhi,0,0
庤,庤,zhi,0,0
帙,帙,zhi,0,0
祗,祗,zhi,0,0
跖,跖,zhi,0,0
桎,桎,zhi,0,0
卮,卮,zhi,0,0
中,中,zhong,2,0
忠,忠,zhong,2,0
衷,衷,zhong,2,0
重,重,zhong,2,0
仲,仲,zhong,1,0
忪,忪,zhong,0,0
盅,盅,zhong,0,0
踵,踵,zhong,0,0
冢,冢,zhong,0,0
螽,螽,zhong,0,0
洲,洲,zhou,2,0
州,州,zhou,2,0
帚,帚,zhou,2,0
周,周,zhou,2,0
粥,粥,zhou,2,0
咒,咒,zhou,2,0
舟,舟,zhou,2,0
宙,宙,zhou,2,0
肘,肘,zhou,1,0
籀,籀,zhou,0,0
啁,啁,zhou,0,0
胄,胄,zhou,0,0
酎,酎,zhou,0,0
妯,妯,zhou,0,0
柱,柱,zhu,2,0
珠,珠,zhu,2,0
竹,竹,zhu,2,0
株,株,zhu,2,0
著,著,zhu,2,0
煮,煮,zhu,2,0
助,助,zhu,2,0
主,主,zhu,2,0
住,住,zhu,2,0
蛛,蛛,zhu,2,0
逐,逐,zhu,2,0
注,注,zhu,2,0
祝,祝,zhu,2,0
蛀,蛀,zhu,2,0
朱,朱,zhu,2,0
拄,拄,zhu,1,0
疰,疰,zhu,0,0
竺,竺,zhu,0,0
瘃,瘃,zhu,0,0
箸,箸,zhu,0,0
茱,茱,zhu,0,0
筑,筑,zhu,0,0
麈,麈,zhu,0,0
邾,邾,zhu,0,0
炷,炷,zhu,0,0
翥,翥,zhu,0,0
蠋,蠋,zhu,0,0
杼,杼,zhu,0,0
洙,洙,zhu,0,0
舳,舳,zhu,0,0
躅,躅,zhu,0,0
侏,侏,zhu,0,0
渚,渚,zhu,0,0
爪,爪,zhua,2,0
抓,抓,zhua,2,0
撰,撰,zhuan,1,0
篆,篆,zhuan,0,0
撞,撞,zhuang,2,0
庄,庄,zhuang,0,0
